2.000000;0.000000;0.000000;2.000000
2.000000;1.111023;6.685243;2.000000
2.000000;1.513683;12.625363;2.000000
2.000000;8.207910;17.903410;2.000000
2.000000;4.785298;22.593177;2.000000
2.000000;2.520334;26.760233;2.000000
2.000000;1.564016;30.462837;2.000000
2.000000;1.715013;33.752757;2.000000
2.000000;1.161356;36.675990;2.000000
2.000000;-0.348620;39.273405;2.000000
2.000000;1.111023;41.581318;2.000000
2.000000;1.111023;43.631996;2.000000
2.000000;1.111023;45.454110;2.000000
2.000000;1.211688;47.073134;2.000000
2.000000;1.161356;48.511706;2.000000
2.000000;1.060690;49.789938;2.000000
2.000000;1.111023;50.925700;2.000000
2.000000;1.010358;51.934873;2.000000
2.000000;1.010358;52.831566;2.000000
2.000000;1.161356;53.628315;2.000000
2.000000;1.111023;54.336260;2.000000
2.000000;1.111023;54.965300;2.000000
2.000000;1.161356;55.524227;2.000000
2.000000;1.362686;56.020858;2.000000
2.000000;1.111023;56.462136;2.000000
2.000000;1.060690;56.854229;2.000000
2.000000;1.111023;57.202621;2.000000
2.000000;1.161356;57.512182;2.000000
2.000000;1.161356;57.787240;2.000000
2.000000;1.010358;58.031640;2.000000
2.000000;1.111023;58.248800;2.000000
2.000000;1.010358;58.441756;2.000000
2.000000;1.111023;58.613205;2.000000
2.000000;1.060690;58.765545;2.000000
2.000000;0.859360;58.900906;2.000000
2.000000;1.161356;59.021179;2.000000
2.000000;1.211688;59.128048;2.000000
2.000000;1.211688;59.223004;2.000000
2.000000;1.161356;59.307377;2.000000
2.000000;1.564016;59.382347;2.000000
2.000000;1.060690;59.448960;2.000000
2.000000;0.960025;59.508148;2.000000
2.000000;1.111023;59.560740;2.000000
2.000000;1.060690;59.607470;2.000000
2.000000;1.111023;59.648991;2.000000
2.000000;1.161356;59.685885;2.000000
2.000000;1.161356;59.718666;2.000000
2.000000;1.111023;59.747794;2.000000
2.000000;1.161356;59.773675;2.000000
2.000000;1.111023;59.796672;2.000000
2.000000;1.010358;59.817105;2.000000
2.000000;1.111023;59.835261;2.000000
2.000000;1.161356;59.851393;2.000000
2.000000;1.010358;59.865727;2.000000
2.000000;1.111023;59.878464;2.000000
2.000000;1.161356;59.889781;2.000000
2.000000;1.211688;59.899837;2.000000
2.000000;1.161356;59.908771;2.000000
2.000000;1.111023;59.916710;2.000000
2.000000;1.111023;59.923765;2.000000
2.000000;1.211688;59.930032;2.000000
2.000000;1.161356;59.935602;2.000000
2.000000;1.111023;59.940550;2.000000
2.000000;0.507033;59.944947;2.000000
2.000000;1.161356;59.948854;2.000000
2.000000;1.060690;59.952326;2.000000
2.000000;1.010358;59.955410;2.000000
2.000000;1.010358;59.958151;2.000000
2.000000;1.161356;59.960586;2.000000
2.000000;0.859360;59.962750;2.000000
2.000000;1.161356;59.964673;2.000000
2.000000;1.161356;59.966381;2.000000
2.000000;1.111023;59.967899;2.000000
2.000000;1.111023;59.969248;2.000000
2.000000;1.564016;59.970446;2.000000
2.000000;1.161356;59.971511;2.000000
2.000000;1.111023;59.972457;2.000000
2.000000;1.111023;59.973298;2.000000
2.000000;1.060690;59.974045;2.000000
2.000000;1.161356;59.974709;2.000000
2.000000;1.312353;59.975298;2.000000
2.000000;1.060690;59.975822;2.000000
2.000000;1.060690;59.976288;2.000000
2.000000;1.161356;59.976702;2.000000
2.000000;1.161356;59.977069;2.000000
2.000000;1.262021;59.977396;2.000000
2.000000;1.161356;59.977686;2.000000
2.000000;1.161356;59.977944;2.000000
2.000000;1.161356;59.978173;2.000000
2.000000;1.262021;59.978377;2.000000
2.000000;1.060690;59.978558;2.000000
2.000000;1.211688;59.978719;2.000000
2.000000;1.211688;59.978861;2.000000
2.000000;1.161356;59.978988;2.000000
2.000000;1.010358;59.979101;2.000000
2.000000;1.111023;59.979201;2.000000
2.000000;1.161356;59.979290;2.000000
2.000000;1.161356;59.979369;2.000000
2.000000;0.909693;59.979440;2.000000
2.000000;1.262021;59.979502;2.000000
2.000000;1.111023;59.979558;2.000000
2.000000;1.161356;59.979607;2.000000
2.000000;1.060690;59.979651;2.000000
2.000000;1.060690;59.979690;2.000000
2.000000;1.262021;59.979724;2.000000
2.000000;1.111023;59.979755;2.000000
2.000000;1.161356;59.979782;2.000000
2.000000;1.111023;59.979807;2.000000
2.000000;1.060690;59.979828;2.000000
2.000000;1.111023;59.979847;2.000000
2.000000;1.111023;59.979864;2.000000
2.000000;1.161356;59.979879;2.000000
2.000000;1.161356;59.979893;2.000000
2.000000;1.111023;59.979905;2.000000
2.000000;1.161356;59.979915;2.000000
2.000000;1.010358;59.979925;2.000000
2.000000;1.111023;59.979933;2.000000
2.000000;1.060690;59.979941;2.000000
2.000000;1.161356;59.979947;2.000000
2.000000;1.111023;59.979953;2.000000
2.000000;1.161356;59.979958;2.000000
2.000000;1.010358;59.979963;2.000000
2.000000;0.909693;59.979967;2.000000
2.000000;1.060690;59.979971;2.000000
2.000000;1.111023;59.979974;2.000000
2.000000;1.010358;59.979977;2.000000
2.000000;1.362686;59.979980;2.000000
2.000000;0.607698;59.979982;2.000000
2.000000;1.111023;59.979984;2.000000
2.000000;1.010358;59.979986;2.000000
2.000000;1.111023;59.979987;2.000000
2.000000;1.161356;59.979989;2.000000
2.000000;1.010358;59.979990;2.000000
2.000000;1.312353;59.979991;2.000000
2.000000;1.060690;59.979992;2.000000
2.000000;1.111023;59.979993;2.000000
2.000000;1.010358;59.979994;2.000000
2.000000;1.111023;59.979994;2.000000
2.000000;1.060690;59.979995;2.000000
2.000000;0.708363;59.979996;2.000000
2.000000;1.111023;59.979996;2.000000
2.000000;1.111023;59.979997;2.000000
2.000000;1.161356;59.979997;2.000000
2.000000;1.010358;59.979997;2.000000
2.000000;1.161356;59.979998;2.000000
2.000000;1.262021;59.979998;2.000000
2.000000;1.111023;59.979998;2.000000
2.000000;1.111023;59.979998;2.000000
2.000000;1.010358;59.979998;2.000000
2.000000;1.060690;59.979999;2.000000
2.000000;1.161356;59.979999;2.000000
2.000000;0.809028;59.979999;2.000000
2.000000;1.262021;59.979999;2.000000
2.000000;1.010358;59.979999;2.000000
2.000000;1.111023;59.979999;2.000000
2.000000;1.111023;59.979999;2.000000
2.000000;1.060690;59.979999;2.000000
2.000000;1.413018;59.979999;2.000000
2.000000;1.010358;59.980000;2.000000
2.000000;0.909693;59.980000;2.000000
2.000000;1.060690;59.980000;2.000000
2.000000;1.060690;59.980000;2.000000
2.000000;1.060690;59.980000;2.000000
2.000000;1.060690;59.980000;2.000000
2.000000;1.111023;59.980000;2.000000
2.000000;1.111023;59.980000;2.000000
2.000000;1.161356;59.980000;2.000000
