input;measured;model;input
3.000000;72.180551;89.970000;3.000000
3.000000;67.499626;89.970000;3.000000
3.000000;64.781670;89.970000;3.000000
3.000000;71.526228;89.970000;3.000000
3.000000;67.952619;89.970000;3.000000
3.000000;65.737988;89.970000;3.000000
3.000000;62.667704;89.970000;3.000000
3.000000;61.359058;89.970000;3.000000
3.000000;70.066585;89.970000;3.000000
3.000000;64.681005;89.970000;3.000000
3.000000;61.107395;89.970000;3.000000
3.000000;69.160599;89.970000;3.000000
3.000000;64.228012;89.970000;3.000000
3.000000;61.510056;89.970000;3.000000
3.000000;69.965920;89.970000;3.000000
3.000000;66.996301;89.970000;3.000000
3.000000;65.687655;89.970000;3.000000
3.000000;62.818701;89.970000;3.000000
3.000000;70.821573;89.970000;3.000000
3.000000;66.140648;89.970000;3.000000
3.000000;62.114046;89.970000;3.000000
3.000000;70.066585;89.970000;3.000000
3.000000;65.888985;89.970000;3.000000
3.000000;62.214711;89.970000;3.000000
3.000000;71.475895;89.970000;3.000000
3.000000;68.757939;89.970000;3.000000
3.000000;65.788320;89.970000;3.000000
3.000000;63.070364;89.970000;3.000000
3.000000;68.556609;89.970000;3.000000
3.000000;63.875684;89.970000;3.000000
3.000000;62.667704;89.970000;3.000000
3.000000;71.123568;89.970000;3.000000
3.000000;67.298296;89.970000;3.000000
3.000000;64.429342;89.970000;3.000000
3.000000;61.711386;89.970000;3.000000
3.000000;67.046633;89.970000;3.000000
3.000000;62.164378;89.970000;3.000000
3.000000;69.361929;89.970000;3.000000
3.000000;63.624022;89.970000;3.000000
3.000000;71.324898;89.970000;3.000000
3.000000;66.492975;89.970000;3.000000
3.000000;63.120696;89.970000;3.000000
3.000000;67.700956;89.970000;3.000000
3.000000;67.348628;89.970000;3.000000
3.000000;62.667704;89.970000;3.000000
3.000000;68.103616;89.970000;3.000000
3.000000;62.768369;89.970000;3.000000
3.000000;71.274565;89.970000;3.000000
3.000000;67.197631;89.970000;3.000000
3.000000;63.724687;89.970000;3.000000
3.000000;71.475895;89.970000;3.000000
3.000000;66.694306;89.970000;3.000000
3.000000;71.626893;89.970000;3.000000
3.000000;66.090315;89.970000;3.000000
3.000000;61.912716;89.970000;3.000000
3.000000;66.241313;89.970000;3.000000
3.000000;61.963048;89.970000;3.000000
3.000000;69.412262;89.970000;3.000000
3.000000;64.479674;89.970000;3.000000
3.000000;61.409391;89.970000;3.000000
3.000000;68.103616;89.970000;3.000000
3.000000;72.633543;89.970000;3.000000
3.000000;66.241313;89.970000;3.000000
3.000000;61.510056;89.970000;3.000000
3.000000;66.140648;89.970000;3.000000
3.000000;70.368580;89.970000;3.000000
3.000000;67.398961;89.970000;3.000000
3.000000;62.567039;89.970000;3.000000
3.000000;70.972570;89.970000;3.000000
3.000000;65.435992;89.970000;3.000000
3.000000;69.965920;89.970000;3.000000
3.000000;64.026682;89.970000;3.000000
3.000000;69.814922;89.970000;3.000000
3.000000;63.221361;89.970000;3.000000
3.000000;69.160599;89.970000;3.000000
3.000000;64.228012;89.970000;3.000000
3.000000;71.022903;89.970000;3.000000
3.000000;66.794971;89.970000;3.000000
3.000000;62.214711;89.970000;3.000000
3.000000;67.600291;89.970000;3.000000
3.000000;72.583211;89.970000;3.000000
3.000000;65.888985;89.970000;3.000000
3.000000;71.828223;89.970000;3.000000
3.000000;65.989650;89.970000;3.000000
3.000000;65.536657;89.970000;3.000000
3.000000;67.398961;89.970000;3.000000
3.000000;63.221361;89.970000;3.000000
3.000000;70.267915;89.970000;3.000000
3.000000;64.731337;89.970000;3.000000
3.000000;68.908937;89.970000;3.000000
3.000000;63.271694;89.970000;3.000000
3.000000;69.311597;89.970000;3.000000
3.000000;62.466374;89.970000;3.000000
3.000000;68.455944;89.970000;3.000000
3.000000;64.429342;89.970000;3.000000
3.000000;71.224233;89.970000;3.000000
3.000000;66.794971;89.970000;3.000000
3.000000;62.768369;89.970000;3.000000
3.000000;66.392310;89.970000;3.000000
3.000000;72.130218;89.970000;3.000000
3.000000;66.593641;89.970000;3.000000
3.000000;71.173900;89.970000;3.000000
3.000000;66.090315;89.970000;3.000000
3.000000;61.610721;89.970000;3.000000
3.000000;67.902286;89.970000;3.000000
3.000000;64.832002;89.970000;3.000000
3.000000;66.392310;89.970000;3.000000
3.000000;64.932667;89.970000;3.000000
3.000000;70.771240;89.970000;3.000000
3.000000;65.536657;89.970000;3.000000
3.000000;70.821573;89.970000;3.000000
3.000000;65.687655;89.970000;3.000000
3.000000;61.006730;89.970000;3.000000
3.000000;68.053284;89.970000;3.000000
3.000000;64.530007;89.970000;3.000000
3.000000;71.777890;89.970000;3.000000
3.000000;65.788320;89.970000;3.000000
3.000000;71.022903;89.970000;3.000000
3.000000;64.832002;89.970000;3.000000
3.000000;70.871905;89.970000;3.000000
3.000000;65.536657;89.970000;3.000000
3.000000;71.777890;89.970000;3.000000
3.000000;67.398961;89.970000;3.000000
3.000000;63.523357;89.970000;3.000000
3.000000;71.073235;89.970000;3.000000
3.000000;65.788320;89.970000;3.000000
3.000000;70.267915;89.970000;3.000000
3.000000;64.630672;89.970000;3.000000
3.000000;71.274565;89.970000;3.000000
3.000000;64.177679;89.970000;3.000000
3.000000;70.922238;89.970000;3.000000
3.000000;66.996301;89.970000;3.000000
3.000000;62.164378;89.970000;3.000000
3.000000;70.368580;89.970000;3.000000
3.000000;66.090315;89.970000;3.000000
3.000000;71.173900;89.970000;3.000000
3.000000;64.983000;89.970000;3.000000
3.000000;67.247963;89.970000;3.000000
3.000000;65.687655;89.970000;3.000000
3.000000;61.510056;89.970000;3.000000
3.000000;68.707607;89.970000;3.000000
3.000000;64.630672;89.970000;3.000000
3.000000;61.912716;89.970000;3.000000
3.000000;69.412262;89.970000;3.000000
3.000000;63.674354;89.970000;3.000000
3.000000;69.965920;89.970000;3.000000
3.000000;64.731337;89.970000;3.000000
3.000000;70.771240;89.970000;3.000000
3.000000;66.392310;89.970000;3.000000
3.000000;62.114046;89.970000;3.000000
3.000000;70.016252;89.970000;3.000000
3.000000;67.499626;89.970000;3.000000
3.000000;63.523357;89.970000;3.000000
3.000000;70.418912;89.970000;3.000000
3.000000;64.832002;89.970000;3.000000
3.000000;71.475895;89.970000;3.000000
3.000000;66.543308;89.970000;3.000000
3.000000;61.459723;89.970000;3.000000
3.000000;68.304946;89.970000;3.000000
5.000000;65.234662;89.970000;5.000000
5.000000;61.963048;96.655243;5.000000
5.000000;69.512927;102.595363;5.000000
5.000000;78.270786;107.873410;5.000000
5.000000;86.776983;112.563177;5.000000
5.000000;84.210024;116.730233;5.000000
5.000000;94.075199;120.432837;5.000000
5.000000;94.024866;123.722757;5.000000
5.000000;95.232847;126.645990;5.000000
5.000000;96.491160;129.243405;5.000000
5.000000;101.876740;131.551318;5.000000
5.000000;99.712441;133.601996;5.000000
5.000000;103.286050;135.424110;5.000000
5.000000;107.111322;137.043134;5.000000
5.000000;103.990706;138.481706;5.000000
5.000000;111.490252;139.759938;5.000000
5.000000;114.006878;140.895700;5.000000
5.000000;112.748565;141.904873;5.000000
5.000000;108.621298;142.801566;5.000000
5.000000;112.094242;143.598315;5.000000
5.000000;119.493123;144.306260;5.000000
5.000000;116.422839;144.935300;5.000000
5.000000;119.392458;145.494227;5.000000
5.000000;121.053431;145.990858;5.000000
5.000000;120.298443;146.432136;5.000000
5.000000;116.070511;146.824229;5.000000
5.000000;119.392458;147.172621;5.000000
5.000000;121.053431;147.482182;5.000000
5.000000;122.009749;147.757240;5.000000
5.000000;121.053431;148.001640;5.000000
5.000000;128.603310;148.218800;5.000000
5.000000;122.110414;148.411756;5.000000
5.000000;126.237681;148.583205;5.000000
5.000000;127.445662;148.735545;5.000000
5.000000;121.254761;148.870906;5.000000
5.000000;121.707754;148.991179;5.000000
5.000000;131.572929;149.098048;5.000000
5.000000;128.502645;149.193004;5.000000
5.000000;126.942337;149.277377;5.000000
5.000000;123.972718;149.352347;5.000000
5.000000;130.213951;149.418960;5.000000
5.000000;123.972718;149.478148;5.000000
5.000000;128.804640;149.530740;5.000000
5.000000;122.613740;149.577470;5.000000
5.000000;127.294664;149.618991;5.000000
5.000000;129.005970;149.655885;5.000000
5.000000;130.666944;149.688666;5.000000
5.000000;132.378249;149.717794;5.000000
5.000000;123.771388;149.743675;5.000000
5.000000;124.878703;149.766672;5.000000
5.000000;125.734356;149.787105;5.000000
5.000000;132.176919;149.805261;5.000000
5.000000;134.139888;149.821393;5.000000
5.000000;134.039223;149.835727;5.000000
5.000000;132.176919;149.848464;5.000000
5.000000;129.307965;149.859781;5.000000
5.000000;126.690674;149.869837;5.000000
5.000000;124.979368;149.878771;5.000000
5.000000;134.794211;149.886710;5.000000
5.000000;130.465613;149.893765;5.000000
5.000000;126.137016;149.900032;5.000000
5.000000;133.233902;149.905602;5.000000
5.000000;130.415281;149.910550;5.000000
5.000000;126.690674;149.914947;5.000000
5.000000;132.629912;149.918854;5.000000
5.000000;127.244332;149.922326;5.000000
5.000000;133.988890;149.925410;5.000000
5.000000;129.911956;149.928151;5.000000
5.000000;136.002191;149.930586;5.000000
5.000000;129.660293;149.932750;5.000000
5.000000;134.492215;149.934673;5.000000
5.000000;129.509295;149.936381;5.000000
5.000000;134.794211;149.937899;5.000000
5.000000;126.137016;149.939248;5.000000
5.000000;132.327917;149.940446;5.000000
5.000000;126.086684;149.941511;5.000000
5.000000;129.056303;149.942457;5.000000
5.000000;132.780910;149.943298;5.000000
5.000000;125.986019;149.944045;5.000000
5.000000;130.717276;149.944709;5.000000
5.000000;134.894876;149.945298;5.000000
5.000000;129.408630;149.945822;5.000000
5.000000;128.301315;149.946288;5.000000
5.000000;132.780910;149.946702;5.000000
5.000000;132.126587;149.947069;5.000000
5.000000;127.646992;149.947396;5.000000
5.000000;129.861623;149.947686;5.000000
5.000000;132.176919;149.947944;5.000000
5.000000;136.555849;149.948173;5.000000
5.000000;128.099985;149.948377;5.000000
5.000000;133.082905;149.948558;5.000000
5.000000;136.606182;149.948719;5.000000
5.000000;129.106635;149.948861;5.000000
5.000000;127.193999;149.948988;5.000000
5.000000;128.552977;149.949101;5.000000
5.000000;130.767609;149.949201;5.000000
5.000000;133.284235;149.949290;5.000000
5.000000;133.938558;149.949369;5.000000
5.000000;135.146538;149.949440;5.000000
5.000000;129.559628;149.949502;5.000000
5.000000;127.646992;149.949558;5.000000
5.000000;127.093334;149.949607;5.000000
5.000000;127.395329;149.949651;5.000000
5.000000;128.653643;149.949690;5.000000
5.000000;130.616611;149.949724;5.000000
5.000000;130.566278;149.949755;5.000000
5.000000;130.566278;149.949782;5.000000
5.000000;130.264283;149.949807;5.000000
5.000000;132.327917;149.949828;5.000000
5.000000;133.334567;149.949847;5.000000
5.000000;132.931907;149.949864;5.000000
5.000000;132.277584;149.949879;5.000000
5.000000;133.334567;149.949893;5.000000
5.000000;134.492215;149.949905;5.000000
5.000000;135.247203;149.949915;5.000000
5.000000;133.988890;149.949925;5.000000
5.000000;133.988890;149.949933;5.000000
5.000000;134.894876;149.949941;5.000000
5.000000;136.304186;149.949947;5.000000
5.000000;135.599531;149.949953;5.000000
5.000000;134.844543;149.949958;5.000000
5.000000;134.693546;149.949963;5.000000
5.000000;136.354519;149.949967;5.000000
5.000000;136.757179;149.949971;5.000000
5.000000;135.851194;149.949974;5.000000
5.000000;134.794211;149.949977;5.000000
5.000000;135.700196;149.949980;5.000000
5.000000;136.304186;149.949982;5.000000
5.000000;136.555849;149.949984;5.000000
5.000000;134.894876;149.949986;5.000000
5.000000;134.592881;149.949987;5.000000
5.000000;135.247203;149.949989;5.000000
5.000000;135.901526;149.949990;5.000000
5.000000;134.341218;149.949991;5.000000
5.000000;133.334567;149.949992;5.000000
5.000000;132.780910;149.949993;5.000000
5.000000;133.686895;149.949994;5.000000
5.000000;133.233902;149.949994;5.000000
5.000000;131.975589;149.949995;5.000000
5.000000;130.264283;149.949996;5.000000
5.000000;130.515946;149.949996;5.000000
5.000000;130.314616;149.949997;5.000000
5.000000;129.257633;149.949997;5.000000
5.000000;135.851194;149.949997;5.000000
5.000000;136.908177;149.949998;5.000000
5.000000;137.159839;149.949998;5.000000
5.000000;136.354519;149.949998;5.000000
5.000000;133.787560;149.949998;5.000000
5.000000;131.522596;149.949998;5.000000
5.000000;130.717276;149.949999;5.000000
5.000000;130.062953;149.949999;5.000000
5.000000;128.653643;149.949999;5.000000
5.000000;137.361169;149.949999;5.000000
5.000000;134.743878;149.949999;5.000000
5.000000;134.290885;149.949999;5.000000
5.000000;133.032572;149.949999;5.000000
5.000000;130.616611;149.949999;5.000000
5.000000;127.898655;149.949999;5.000000
5.000000;137.260504;149.950000;5.000000
5.000000;136.606182;149.950000;5.000000
5.000000;134.391550;149.950000;5.000000
5.000000;131.220601;149.950000;5.000000
5.000000;128.150317;149.950000;5.000000
5.000000;136.304186;149.950000;5.000000
5.000000;136.656514;149.950000;5.000000
5.000000;133.032572;149.950000;5.000000
5.000000;129.509295;149.950000;5.000000
5.000000;138.015492;149.950000;5.000000
5.000000;135.851194;149.950000;5.000000
5.000000;133.737228;149.950000;5.000000
5.000000;129.005970;149.950000;5.000000
5.000000;136.505516;149.950000;5.000000
5.000000;133.938558;149.950000;5.000000
5.000000;131.421931;149.950000;5.000000
5.000000;133.384900;149.950000;5.000000
5.000000;134.743878;149.950000;5.000000
5.000000;130.364948;149.950000;5.000000
5.000000;128.150317;149.950000;5.000000
5.000000;136.555849;149.950000;5.000000
5.000000;131.371599;149.950000;5.000000
5.000000;138.267155;149.950000;5.000000
5.000000;134.794211;149.950000;5.000000
5.000000;131.723927;149.950000;5.000000
5.000000;136.253854;149.950000;5.000000
5.000000;134.139888;149.950000;5.000000
5.000000;129.307965;149.950000;5.000000
5.000000;137.411502;149.950000;5.000000
5.000000;134.290885;149.950000;5.000000
5.000000;128.905305;149.950000;5.000000
5.000000;135.045873;149.950000;5.000000
5.000000;131.019271;149.950000;5.000000
5.000000;131.220601;149.950000;5.000000
5.000000;134.995541;149.950000;5.000000
5.000000;129.408630;149.950000;5.000000
5.000000;135.750529;149.950000;5.000000
5.000000;131.673594;149.950000;5.000000
5.000000;128.401980;149.950000;5.000000
5.000000;134.693546;149.950000;5.000000
5.000000;128.703975;149.950000;5.000000
5.000000;134.894876;149.950000;5.000000
5.000000;131.472264;149.950000;5.000000
5.000000;138.820813;149.950000;5.000000
5.000000;131.975589;149.950000;5.000000
5.000000;137.612832;149.950000;5.000000
5.000000;133.334567;149.950000;5.000000
5.000000;128.804640;149.950000;5.000000
5.000000;134.542548;149.950000;5.000000
5.000000;139.424803;149.950000;5.000000
5.000000;133.133237;149.950000;5.000000
5.000000;128.250982;149.950000;5.000000
5.000000;134.693546;149.950000;5.000000
5.000000;139.122808;149.950000;5.000000
5.000000;132.327917;149.950000;5.000000
5.000000;137.914827;149.950000;5.000000
5.000000;132.579579;149.950000;5.000000
5.000000;137.914827;149.950000;5.000000
5.000000;130.465613;149.950000;5.000000
5.000000;134.844543;149.950000;5.000000
5.000000;129.056303;149.950000;5.000000
5.000000;134.844543;149.950000;5.000000
5.000000;138.669815;149.950000;5.000000
5.000000;131.019271;149.950000;5.000000
5.000000;135.800861;149.950000;5.000000
5.000000;129.811291;149.950000;5.000000
5.000000;134.341218;149.950000;5.000000
5.000000;137.411502;149.950000;5.000000
5.000000;129.811291;149.950000;5.000000
5.000000;134.894876;149.950000;5.000000
5.000000;136.253854;149.950000;5.000000
5.000000;131.472264;149.950000;5.000000
5.000000;134.341218;149.950000;5.000000
5.000000;138.317487;149.950000;5.000000
5.000000;132.478914;149.950000;5.000000
5.000000;136.656514;149.950000;5.000000
5.000000;139.223473;149.950000;5.000000
5.000000;130.566278;149.950000;5.000000
5.000000;135.096206;149.950000;5.000000
5.000000;137.713497;149.950000;5.000000
5.000000;131.522596;149.950000;5.000000
5.000000;134.039223;149.950000;5.000000
5.000000;137.411502;149.950000;5.000000
5.000000;130.264283;149.950000;5.000000
4.200000;134.039223;149.950000;4.200000
4.200000;135.951859;147.275902;4.200000
4.200000;138.871145;144.899854;4.200000
4.200000;126.841672;142.788634;4.200000
4.200000;133.586230;140.912727;4.200000
4.200000;126.892004;139.245904;4.200000
4.200000;128.150317;137.764862;4.200000
4.200000;128.049652;136.448894;4.200000
4.200000;120.650771;135.279601;4.200000
4.200000;127.546327;134.240634;4.200000
4.200000;125.885354;133.317469;4.200000
4.200000;116.372507;132.497197;4.200000
4.200000;123.066732;131.768352;4.200000
4.200000;121.254761;131.120742;4.200000
4.200000;120.197778;130.545313;4.200000
4.200000;121.456092;130.034020;4.200000
4.200000;113.956545;129.579715;4.200000
4.200000;121.355426;129.176046;4.200000
4.200000;119.342125;128.817369;4.200000
4.200000;117.932815;128.498669;4.200000
4.200000;117.379157;128.215491;4.200000
4.200000;118.889133;127.963875;4.200000
4.200000;111.691582;127.740304;4.200000
4.200000;117.882482;127.541651;4.200000
4.200000;112.798897;127.365140;4.200000
4.200000;114.359206;127.208303;4.200000
4.200000;115.567186;127.068946;4.200000
4.200000;113.302223;126.945122;4.200000
4.200000;113.755215;126.835099;4.200000
4.200000;114.409538;126.737338;4.200000
4.200000;114.812198;126.650474;4.200000
4.200000;115.063861;126.573292;4.200000
4.200000;117.026829;126.504712;4.200000
4.200000;108.621298;126.443776;4.200000
4.200000;112.547235;126.389632;4.200000
4.200000;116.775167;126.341523;4.200000
4.200000;107.765645;126.298775;4.200000
4.200000;110.886261;126.260793;4.200000
4.200000;115.869181;126.227043;4.200000
4.200000;110.080941;126.197056;4.200000
4.200000;111.490252;126.170410;4.200000
4.200000;109.074291;126.146735;4.200000
4.200000;113.855880;126.125698;4.200000
4.200000;107.664980;126.107006;4.200000
4.200000;114.057210;126.090398;4.200000
4.200000;109.627948;126.075640;4.200000
4.200000;105.198686;126.062528;4.200000
4.200000;110.131274;126.050877;4.200000
4.200000;115.365856;126.040524;4.200000
4.200000;110.382936;126.031326;4.200000
4.200000;106.155004;126.023152;4.200000
4.200000;114.006878;126.015890;4.200000
4.200000;108.470300;126.009437;4.200000
4.200000;113.855880;126.003703;4.200000
4.200000;108.218638;125.998609;4.200000
4.200000;109.829278;125.994082;4.200000
4.200000;111.842579;125.990060;4.200000
4.200000;107.614647;125.986486;4.200000
4.200000;112.798897;125.983310;4.200000
4.200000;107.010657;125.980488;4.200000
4.200000;113.654550;125.977981;4.200000
4.200000;109.678281;125.975754;4.200000
4.200000;105.651679;125.973774;4.200000
4.200000;111.641249;125.972015;4.200000
4.200000;105.752344;125.970453;4.200000
4.200000;111.741914;125.969064;4.200000
4.200000;107.161655;125.967830;4.200000
4.200000;114.459871;125.966734;4.200000
4.200000;109.929943;125.965760;4.200000
4.200000;115.869181;125.964894;4.200000
4.200000;109.778946;125.964125;4.200000
4.200000;114.963196;125.963442;4.200000
4.200000;110.835929;125.962835;4.200000
4.200000;106.507332;125.962295;4.200000
4.200000;113.151225;125.961816;4.200000
4.200000;106.456999;125.961390;4.200000
4.200000;111.339254;125.961011;4.200000
4.200000;106.054339;125.960675;4.200000
4.200000;113.302223;125.960376;4.200000
