input;measured;model;input
2.600000;46.208968;77.973997;2.600000
2.600000;50.386568;77.973997;2.600000
2.600000;51.594548;77.973997;2.600000
2.600000;54.966827;77.973997;2.600000
2.600000;46.259301;77.973997;2.600000
2.600000;50.940225;77.973997;2.600000
2.600000;52.097873;77.973997;2.600000
2.600000;44.900322;77.973997;2.600000
2.600000;48.574597;77.973997;2.600000
2.600000;52.953526;77.973997;2.600000
2.600000;56.376138;77.973997;2.600000
2.600000;49.279252;77.973997;2.600000
2.600000;53.658182;77.973997;2.600000
2.600000;46.863291;77.973997;2.600000
2.600000;48.876592;77.973997;2.600000
2.600000;50.889893;77.973997;2.600000
2.600000;54.513835;77.973997;2.600000
2.600000;46.963956;77.973997;2.600000
2.600000;49.228919;77.973997;2.600000
2.600000;51.997208;77.973997;2.600000
2.600000;56.476803;77.973997;2.600000
2.600000;48.373267;77.973997;2.600000
2.600000;51.997208;77.973997;2.600000
2.600000;55.319155;77.973997;2.600000
2.600000;48.725594;77.973997;2.600000
2.600000;52.601199;77.973997;2.600000
2.600000;55.319155;77.973997;2.600000
2.600000;51.040890;77.973997;2.600000
2.600000;48.826259;77.973997;2.600000
2.600000;51.393218;77.973997;2.600000
2.600000;55.268822;77.973997;2.600000
2.600000;45.554645;77.973997;2.600000
2.600000;49.128254;77.973997;2.600000
2.600000;52.349536;77.973997;2.600000
2.600000;56.627801;77.973997;2.600000
2.600000;47.064621;77.973997;2.600000
2.600000;52.601199;77.973997;2.600000
2.600000;55.671483;77.973997;2.600000
2.600000;47.618279;77.973997;2.600000
2.600000;48.020939;77.973997;2.600000
2.600000;51.040890;77.973997;2.600000
2.600000;53.607849;77.973997;2.600000
2.600000;48.675262;77.973997;2.600000
2.600000;46.158635;77.973997;2.600000
2.600000;50.386568;77.973997;2.600000
2.600000;52.349536;77.973997;2.600000
2.600000;57.030461;77.973997;2.600000
2.600000;46.712293;77.973997;2.600000
2.600000;53.960177;77.973997;2.600000
2.600000;46.410298;77.973997;2.600000
2.600000;46.057970;77.973997;2.600000
2.600000;48.977257;77.973997;2.600000
2.600000;50.688563;77.973997;2.600000
2.600000;54.916495;77.973997;2.600000
2.600000;54.916495;77.973997;2.600000
2.600000;47.114953;77.973997;2.600000
2.600000;49.631580;77.973997;2.600000
2.600000;53.456852;77.973997;2.600000
2.600000;55.319155;77.973997;2.600000
2.600000;48.272602;77.973997;2.600000
2.600000;50.940225;77.973997;2.600000
2.600000;54.966827;77.973997;2.600000
2.600000;54.715165;77.973997;2.600000
2.600000;45.655310;77.973997;2.600000
2.600000;47.668611;77.973997;2.600000
2.600000;50.839560;77.973997;2.600000
2.600000;51.695213;77.973997;2.600000
2.600000;45.906973;77.973997;2.600000
2.600000;49.279252;77.973997;2.600000
2.600000;50.940225;77.973997;2.600000
2.600000;55.973478;77.973997;2.600000
2.600000;47.819609;77.973997;2.600000
2.600000;51.040890;77.973997;2.600000
2.600000;52.802529;77.973997;2.600000
2.600000;54.463502;77.973997;2.600000
2.600000;45.856640;77.973997;2.600000
2.600000;49.530915;77.973997;2.600000
2.600000;51.443551;77.973997;2.600000
2.600000;54.161507;77.973997;2.600000
2.600000;46.410298;77.973997;2.600000
2.600000;49.530915;77.973997;2.600000
2.600000;53.356187;77.973997;2.600000
2.600000;45.353315;77.973997;2.600000
2.600000;49.883242;77.973997;2.600000
2.600000;53.960177;77.973997;2.600000
2.600000;57.080793;77.973997;2.600000
2.600000;46.762626;77.973997;2.600000
2.600000;51.040890;77.973997;2.600000
2.600000;54.211839;77.973997;2.600000
2.600000;46.712293;77.973997;2.600000
2.600000;48.473932;77.973997;2.600000
2.600000;53.154856;77.973997;2.600000
2.600000;45.353315;77.973997;2.600000
2.600000;50.386568;77.973997;2.600000
2.600000;53.708514;77.973997;2.600000
2.600000;48.725594;77.973997;2.600000
2.600000;53.406519;77.973997;2.600000
2.600000;47.265951;77.973997;2.600000
2.600000;48.775927;77.973997;2.600000
2.600000;53.859512;77.973997;2.600000
2.600000;46.460631;77.973997;2.600000
2.600000;51.946876;77.973997;2.600000
2.600000;54.614500;77.973997;2.600000
2.600000;49.027589;77.973997;2.600000
2.600000;53.154856;77.973997;2.600000
2.600000;48.171936;77.973997;2.600000
2.600000;52.450201;77.973997;2.600000
2.600000;48.222269;77.973997;2.600000
2.600000;53.809179;77.973997;2.600000
2.600000;48.624929;77.973997;2.600000
2.600000;51.846211;77.973997;2.600000
2.600000;45.353315;77.973997;2.600000
2.600000;49.933575;77.973997;2.600000
2.600000;45.252650;77.973997;2.600000
2.600000;49.228919;77.973997;2.600000
2.600000;53.859512;77.973997;2.600000
2.600000;48.423599;77.973997;2.600000
2.600000;55.369488;77.973997;2.600000
2.600000;49.329585;77.973997;2.600000
2.600000;44.346665;77.973997;2.600000
2.600000;51.544216;77.973997;2.600000
2.600000;46.611628;77.973997;2.600000
2.600000;52.752196;77.973997;2.600000
2.600000;45.202317;77.973997;2.600000
2.600000;51.493883;77.973997;2.600000
2.600000;46.007638;77.973997;2.600000
2.600000;53.456852;77.973997;2.600000
2.600000;45.806308;77.973997;2.600000
2.600000;53.406519;77.973997;2.600000
2.600000;47.618279;77.973997;2.600000
2.600000;44.497662;77.973997;2.600000
2.600000;49.832910;77.973997;2.600000
2.600000;47.416949;77.973997;2.600000
2.600000;54.161507;77.973997;2.600000
2.600000;50.839560;77.973997;2.600000
2.600000;55.621150;77.973997;2.600000
2.600000;50.688563;77.973997;2.600000
2.600000;45.655310;77.973997;2.600000
2.600000;53.708514;77.973997;2.600000
2.600000;47.316284;77.973997;2.600000
2.600000;54.916495;77.973997;2.600000
2.600000;50.487233;77.973997;2.600000
2.600000;46.963956;77.973997;2.600000
2.600000;54.161507;77.973997;2.600000
2.600000;50.235570;77.973997;2.600000
2.600000;48.222269;77.973997;2.600000
2.600000;44.849990;77.973997;2.600000
2.600000;52.248871;77.973997;2.600000
2.600000;46.057970;77.973997;2.600000
2.600000;54.463502;77.973997;2.600000
2.600000;49.933575;77.973997;2.600000
2.600000;47.215618;77.973997;2.600000
2.600000;52.953526;77.973997;2.600000
2.600000;50.285903;77.973997;2.600000
2.600000;46.208968;77.973997;2.600000
2.600000;44.296332;77.973997;2.600000
2.600000;50.336235;77.973997;2.600000
2.600000;48.775927;77.973997;2.600000
2.600000;45.554645;77.973997;2.600000
2.600000;49.883242;77.973997;2.600000
2.600000;49.128254;77.973997;2.600000
2.600000;45.000987;77.973997;2.600000
2.600000;52.500534;77.973997;2.600000
2.600000;49.933575;77.973997;2.600000
2.600000;45.655310;77.973997;2.600000
2.600000;52.903194;77.973997;2.600000
2.600000;50.285903;77.973997;2.600000
2.600000;46.963956;77.973997;2.600000
2.600000;55.621150;77.973997;2.600000
2.600000;51.493883;77.973997;2.600000
2.600000;50.336235;77.973997;2.600000
2.600000;46.913623;77.973997;2.600000
2.600000;54.413170;77.973997;2.600000
2.600000;49.480582;77.973997;2.600000
2.600000;46.561296;77.973997;2.600000
2.600000;53.859512;77.973997;2.600000
2.600000;51.443551;77.973997;2.600000
2.600000;45.604978;77.973997;2.600000
2.600000;43.189016;77.973997;2.600000
2.600000;51.040890;77.973997;2.600000
2.600000;48.624929;77.973997;2.600000
2.600000;51.191888;77.973997;2.600000
2.600000;53.658182;77.973997;2.600000
2.600000;50.537565;77.973997;2.600000
2.600000;47.970606;77.973997;2.600000
2.600000;54.715165;77.973997;2.600000
2.600000;49.681912;77.973997;2.600000
2.600000;46.460631;77.973997;2.600000
2.600000;44.648660;77.973997;2.600000
2.600000;50.889893;77.973997;2.600000
2.600000;45.957305;77.973997;2.600000
2.600000;50.386568;77.973997;2.600000
2.600000;51.896543;77.973997;2.600000
2.600000;49.681912;77.973997;2.600000
2.600000;45.353315;77.973997;2.600000
2.600000;44.648660;77.973997;2.600000
2.600000;52.248871;77.973997;2.600000
2.600000;49.832910;77.973997;2.600000
2.600000;55.369488;77.973997;2.600000
2.600000;51.997208;77.973997;2.600000
2.600000;47.668611;77.973997;2.600000
2.600000;45.655310;77.973997;2.600000
2.600000;51.040890;77.973997;2.600000
2.600000;47.819609;77.973997;2.600000
2.600000;44.245999;77.973997;2.600000
2.600000;53.305854;77.973997;2.600000
2.600000;48.574597;77.973997;2.600000
2.600000;45.453980;77.973997;2.600000
2.600000;54.262172;77.973997;2.600000
2.600000;50.386568;77.973997;2.600000
2.600000;45.403648;77.973997;2.600000
2.600000;50.738895;77.973997;2.600000
2.600000;47.014288;77.973997;2.600000
2.600000;53.758847;77.973997;2.600000
2.600000;49.681912;77.973997;2.600000
2.600000;55.520485;77.973997;2.600000
2.600000;51.745546;77.973997;2.600000
2.600000;46.712293;77.973997;2.600000
2.600000;54.815830;77.973997;2.600000
2.600000;48.624929;77.973997;2.600000
2.600000;46.259301;77.973997;2.600000
2.600000;53.205189;77.973997;2.600000
2.600000;49.530915;77.973997;2.600000
2.600000;53.003859;77.973997;2.600000
2.600000;48.423599;77.973997;2.600000
2.600000;55.369488;77.973997;2.600000
2.600000;51.644881;77.973997;2.600000
2.600000;45.202317;77.973997;2.600000
2.600000;52.148206;77.973997;2.600000
2.600000;47.920274;77.973997;2.600000
2.600000;43.994337;77.973997;2.600000
2.600000;50.487233;77.973997;2.600000
2.600000;46.661961;77.973997;2.600000
2.600000;55.117825;77.973997;2.600000
2.600000;50.889893;77.973997;2.600000
2.600000;45.856640;77.973997;2.600000
2.600000;50.839560;77.973997;2.600000
2.600000;47.014288;77.973997;2.600000
2.600000;53.507184;77.973997;2.600000
2.600000;49.279252;77.973997;2.600000
2.600000;54.564167;77.973997;2.600000
2.600000;50.839560;77.973997;2.600000
2.600000;45.554645;77.973997;2.600000
2.600000;53.054191;77.973997;2.600000
2.600000;46.762626;77.973997;2.600000
2.600000;44.497662;77.973997;2.600000
2.600000;51.141555;77.973997;2.600000
2.600000;47.416949;77.973997;2.600000
2.600000;50.587898;77.973997;2.600000
2.600000;46.208968;77.973997;2.600000
2.600000;52.349536;77.973997;2.600000
2.600000;48.574597;77.973997;2.600000
2.600000;53.003859;77.973997;2.600000
2.600000;48.322934;77.973997;2.600000
2.600000;55.319155;77.973997;2.600000
2.600000;50.990558;77.973997;2.600000
2.600000;45.252650;77.973997;2.600000
2.600000;52.248871;77.973997;2.600000
2.600000;48.423599;77.973997;2.600000
2.600000;44.245999;77.973997;2.600000
2.600000;49.933575;77.973997;2.600000
2.600000;54.614500;77.973997;2.600000
2.600000;49.883242;77.973997;2.600000
2.600000;45.051320;77.973997;2.600000
2.600000;52.047541;77.973997;2.600000
2.600000;45.302983;77.973997;2.600000
2.600000;52.953526;77.973997;2.600000
2.600000;47.416949;77.973997;2.600000
2.600000;55.671483;77.973997;2.600000
2.600000;48.775927;77.973997;2.600000
2.600000;46.460631;77.973997;2.600000
2.600000;52.852861;77.973997;2.600000
2.600000;49.077922;77.973997;2.600000
2.600000;52.852861;77.973997;2.600000
2.600000;48.171936;77.973997;2.600000
2.600000;54.060842;77.973997;2.600000
2.600000;50.034240;77.973997;2.600000
2.600000;54.916495;77.973997;2.600000
2.600000;50.285903;77.973997;2.600000
2.600000;45.252650;77.973997;2.600000
2.600000;52.852861;77.973997;2.600000
2.600000;47.265951;77.973997;2.600000
2.600000;43.843339;77.973997;2.600000
2.600000;51.594548;77.973997;2.600000
2.600000;48.121604;77.973997;2.600000
2.600000;53.507184;77.973997;2.600000
2.600000;47.416949;77.973997;2.600000
2.600000;55.168157;77.973997;2.600000
2.600000;50.436900;77.973997;2.600000
2.600000;45.856640;77.973997;2.600000
2.600000;50.587898;77.973997;2.600000
2.600000;47.114953;77.973997;2.600000
2.600000;54.262172;77.973997;2.600000
2.600000;50.336235;77.973997;2.600000
2.600000;44.900322;77.973997;2.600000
2.600000;54.060842;77.973997;2.600000
2.600000;49.027589;77.973997;2.600000
2.600000;45.705643;77.973997;2.600000
2.600000;49.631580;77.973997;2.600000
2.600000;45.453980;77.973997;2.600000
2.600000;51.242221;77.973997;2.600000
2.600000;47.467281;77.973997;2.600000
2.600000;52.248871;77.973997;2.600000
2.600000;48.071271;77.973997;2.600000
2.600000;54.262172;77.973997;2.600000
2.600000;50.134905;77.973997;2.600000
2.600000;45.151985;77.973997;2.600000
2.600000;52.802529;77.973997;2.600000
2.600000;48.926924;77.973997;2.600000
2.600000;45.252650;77.973997;2.600000
2.600000;50.185237;77.973997;2.600000
2.600000;44.095002;77.973997;2.600000
2.600000;51.141555;77.973997;2.600000
2.600000;46.611628;77.973997;2.600000
2.600000;52.852861;77.973997;2.600000
2.600000;46.309633;77.973997;2.600000
2.600000;54.060842;77.973997;2.600000
2.600000;48.624929;77.973997;2.600000
2.600000;56.023810;77.973997;2.600000
2.600000;49.178587;77.973997;2.600000
2.600000;46.510963;77.973997;2.600000
2.600000;53.054191;77.973997;2.600000
2.600000;48.272602;77.973997;2.600000
2.600000;51.745546;77.973997;2.600000
2.600000;46.963956;77.973997;2.600000
2.600000;52.802529;77.973997;2.600000
2.600000;48.574597;77.973997;2.600000
2.600000;51.846211;77.973997;2.600000
2.600000;47.215618;77.973997;2.600000
2.600000;53.104524;77.973997;2.600000
2.600000;48.574597;77.973997;2.600000
2.600000;53.003859;77.973997;2.600000
2.600000;48.926924;77.973997;2.600000
2.600000;55.822480;77.973997;2.600000
2.600000;50.537565;77.973997;2.600000
2.600000;54.211839;77.973997;2.600000
2.600000;47.316284;77.973997;2.600000
2.600000;53.104524;77.973997;2.600000
2.600000;47.668611;77.973997;2.600000
2.600000;51.846211;77.973997;2.600000
2.600000;45.051320;77.973997;2.600000
2.600000;51.141555;77.973997;2.600000
2.600000;45.453980;77.973997;2.600000
2.600000;50.638230;77.973997;2.600000
2.600000;44.497662;77.973997;2.600000
2.600000;51.745546;77.973997;2.600000
2.600000;45.856640;77.973997;2.600000
2.600000;50.638230;77.973997;2.600000
2.600000;53.859512;77.973997;2.600000
2.600000;48.121604;77.973997;2.600000
2.600000;52.550866;77.973997;2.600000
2.600000;47.064621;77.973997;2.600000
2.600000;49.883242;77.973997;2.600000
2.600000;50.487233;77.973997;2.600000
2.600000;48.675262;77.973997;2.600000
2.600000;55.268822;77.973997;2.600000
2.600000;47.114953;77.973997;2.600000
2.600000;54.161507;77.973997;2.600000
2.600000;47.416949;77.973997;2.600000
2.600000;54.010509;77.973997;2.600000
2.600000;56.124475;77.973997;2.600000
2.600000;49.178587;77.973997;2.600000
2.600000;53.607849;77.973997;2.600000
2.600000;47.819609;77.973997;2.600000
2.600000;49.933575;77.973997;2.600000
2.600000;55.419820;77.973997;2.600000
2.600000;47.819609;77.973997;2.600000
2.600000;52.903194;77.973997;2.600000
2.600000;49.732245;77.973997;2.600000
2.600000;51.040890;77.973997;2.600000
2.600000;50.487233;77.973997;2.600000
2.600000;50.386568;77.973997;2.600000
2.600000;53.607849;77.973997;2.600000
2.600000;46.108303;77.973997;2.600000
2.600000;50.185237;77.973997;2.600000
2.600000;55.621150;77.973997;2.600000
2.600000;47.618279;77.973997;2.600000
2.600000;50.134905;77.973997;2.600000
2.600000;56.023810;77.973997;2.600000
2.600000;48.473932;77.973997;2.600000
2.600000;52.903194;77.973997;2.600000
2.600000;45.554645;77.973997;2.600000
2.600000;52.148206;77.973997;2.600000
2.600000;45.856640;77.973997;2.600000
2.600000;49.883242;77.973997;2.600000
2.600000;52.198538;77.973997;2.600000
2.600000;46.158635;77.973997;2.600000
2.600000;49.530915;77.973997;2.600000
2.600000;55.369488;77.973997;2.600000
2.600000;46.007638;77.973997;2.600000
2.600000;51.040890;77.973997;2.600000
2.600000;55.369488;77.973997;2.600000
2.600000;48.977257;77.973997;2.600000
2.600000;51.745546;77.973997;2.600000
2.600000;47.114953;77.973997;2.600000
2.600000;51.846211;77.973997;2.600000
2.600000;46.108303;77.973997;2.600000
2.600000;47.467281;77.973997;2.600000
2.600000;52.450201;77.973997;2.600000
2.600000;56.074143;77.973997;2.600000
2.600000;49.530915;77.973997;2.600000
2.600000;51.745546;77.973997;2.600000
2.600000;45.252650;77.973997;2.600000
2.600000;48.473932;77.973997;2.600000
2.600000;54.010509;77.973997;2.600000
2.600000;45.705643;77.973997;2.600000
2.600000;51.191888;77.973997;2.600000
2.600000;56.778798;77.973997;2.600000
2.600000;50.235570;77.973997;2.600000
2.600000;52.601199;77.973997;2.600000
2.600000;44.900322;77.973997;2.600000
2.600000;49.027589;77.973997;2.600000
2.600000;53.859512;77.973997;2.600000
2.600000;57.483454;77.973997;2.600000
2.600000;48.826259;77.973997;2.600000
2.600000;53.154856;77.973997;2.600000
2.600000;46.259301;77.973997;2.600000
2.600000;50.336235;77.973997;2.600000
2.600000;54.664832;77.973997;2.600000
2.600000;49.077922;77.973997;2.600000
2.600000;54.312505;77.973997;2.600000
2.600000;46.863291;77.973997;2.600000
2.600000;48.826259;77.973997;2.600000
2.600000;53.658182;77.973997;2.600000
2.600000;46.259301;77.973997;2.600000
2.600000;50.134905;77.973997;2.600000
2.600000;52.299204;77.973997;2.600000
2.600000;46.108303;77.973997;2.600000
2.600000;49.027589;77.973997;2.600000
2.600000;54.413170;77.973997;2.600000
2.600000;46.007638;77.973997;2.600000
2.600000;51.795878;77.973997;2.600000
2.600000;44.698992;77.973997;2.600000
2.600000;49.581247;77.973997;2.600000
2.600000;50.839560;77.973997;2.600000
2.600000;56.124475;77.973997;2.600000
2.600000;47.316284;77.973997;2.600000
2.600000;52.198538;77.973997;2.600000
3.000000;53.708514;77.973997;3.000000
3.000000;47.265951;79.311046;3.000000
3.000000;49.883242;80.499070;3.000000
3.000000;50.285903;81.554680;3.000000
3.000000;48.725594;82.492634;3.000000
3.000000;53.809179;83.326045;3.000000
3.000000;57.735116;84.066566;3.000000
3.000000;55.671483;84.724550;3.000000
3.000000;54.715165;85.309197;3.000000
3.000000;51.091223;85.828680;3.000000
3.000000;57.231791;86.290263;3.000000
3.000000;60.956398;86.700398;3.000000
3.000000;53.305854;87.064821;3.000000
3.000000;55.369488;87.388626;3.000000
3.000000;55.973478;87.676341;3.000000
3.000000;56.929796;87.931987;3.000000
3.000000;56.376138;88.159140;3.000000
3.000000;54.513835;88.360974;3.000000
3.000000;61.258393;88.540313;3.000000
3.000000;57.584119;88.699663;3.000000
3.000000;65.637323;88.841252;3.000000
3.000000;58.137776;88.967060;3.000000
3.000000;64.580340;89.078845;3.000000
3.000000;58.288774;89.178171;3.000000
3.000000;63.674354;89.266427;3.000000
3.000000;56.627801;89.344846;3.000000
3.000000;61.359058;89.414524;3.000000
3.000000;66.291645;89.476436;3.000000
3.000000;56.376138;89.531448;3.000000
3.000000;59.396090;89.580328;3.000000
3.000000;62.013381;89.623760;3.000000
3.000000;63.473024;89.662351;3.000000
3.000000;66.190980;89.696641;3.000000
3.000000;56.325806;89.727109;3.000000
3.000000;59.094094;89.754181;3.000000
3.000000;60.805400;89.778236;3.000000
3.000000;63.775019;89.799609;3.000000
3.000000;66.442643;89.818601;3.000000
3.000000;65.687655;89.835475;3.000000
3.000000;67.449293;89.850469;3.000000
3.000000;56.577468;89.863792;3.000000
3.000000;67.851954;89.875630;3.000000
3.000000;56.829131;89.886148;3.000000
3.000000;57.433121;89.895494;3.000000
3.000000;58.792099;89.903798;3.000000
3.000000;59.094094;89.911177;3.000000
3.000000;60.503405;89.917733;3.000000
3.000000;61.208060;89.923559;3.000000
3.000000;59.547087;89.928735;3.000000
3.000000;59.698085;89.933334;3.000000
3.000000;59.094094;89.937421;3.000000
3.000000;58.137776;89.941052;3.000000
3.000000;57.433121;89.944279;3.000000
3.000000;57.131126;89.947145;3.000000
3.000000;57.533786;89.949693;3.000000
3.000000;57.131126;89.951956;3.000000
3.000000;57.835781;89.953967;3.000000
3.000000;57.936446;89.955754;3.000000
3.000000;66.744638;89.957342;3.000000
3.000000;65.737988;89.958753;3.000000
3.000000;64.731337;89.960006;3.000000
3.000000;62.818701;89.961120;3.000000
3.000000;61.711386;89.962110;3.000000
3.000000;60.855733;89.962989;3.000000
3.000000;60.906065;89.963771;3.000000
3.000000;60.050412;89.964465;3.000000
3.000000;60.100745;89.965082;3.000000
3.000000;59.748417;89.965630;3.000000
3.000000;56.829131;89.966117;3.000000
3.000000;67.499626;89.966550;3.000000
3.000000;65.888985;89.966935;3.000000
3.000000;63.775019;89.967276;3.000000
3.000000;62.416041;89.967580;3.000000
3.000000;61.006730;89.967850;3.000000
3.000000;60.604070;89.968089;3.000000
3.000000;59.194759;89.968302;3.000000
3.000000;58.590769;89.968491;3.000000
3.000000;57.735116;89.968660;3.000000
3.000000;65.486325;89.968809;3.000000
3.000000;63.825352;89.968942;3.000000
3.000000;62.013381;89.969060;3.000000
3.000000;59.245092;89.969164;3.000000
3.000000;57.835781;89.969258;3.000000
3.000000;68.304946;89.969340;3.000000
3.000000;66.593641;89.969414;3.000000
3.000000;65.184330;89.969479;3.000000
3.000000;63.875684;89.969537;3.000000
3.000000;62.214711;89.969589;3.000000
3.000000;58.288774;89.969635;3.000000
3.000000;67.298296;89.969675;3.000000
3.000000;65.234662;89.969712;3.000000
3.000000;61.409391;89.969744;3.000000
3.000000;59.396090;89.969772;3.000000
3.000000;57.231791;89.969798;3.000000
3.000000;66.643973;89.969820;3.000000
3.000000;64.681005;89.969840;3.000000
3.000000;62.315376;89.969858;3.000000
3.000000;60.050412;89.969874;3.000000
